Work Order Number,"Work Order: Type
Name","Work Order:
Street
Number","Work
Order:
Street
Direction","Work Order:
Street Name","Work
Order:
Street Type",Ward,"Work
Order:
Created
Time Value","Work
Order:
Completed
Time Value",Status,Work Order: Description
19-02099697,"Tree Planting -
Green Streets",4258,W,CHICAGO,AVE,37,3:35 PM,4:39 PM,Closed,7D 10/22/2019 2OP 07CC
19-02099722,"Tree Planting -
Green Streets",4300,W,CHICAGO,AVE,37,3:41 PM,4:45 PM,Closed,7D 10/22/2019 4OP 01ZF
19-02099740,"Tree Planting -
Green Streets",4312,W,CHICAGO,AVE,37,3:47 PM,10:43 AM,Closed,7D 10/22/2019 6OP 06ZB
19-02099753,"Tree Planting -
Green Streets",4334,W,CHICAGO,AVE,37,3:53 PM,4:56 PM,Closed,7D 10/22/2019 3OP 25ZE
19-02099762,"Tree Planting -
Green Streets",4340,W,CHICAGO,AVE,37,3:58 PM,5:02 PM,Closed,7D 10/22/2019 4OP 07CC
19-02104320,"Tree Planting -
Green Streets",5912,W,CHICAGO,AVE,29,10:36 AM,11:38 AM,Closed,7D 10/21/2019 1OP 06ZB
19-02104359,"Tree Planting -
Green Streets",5934,W,CHICAGO,AVE,29,10:39 AM,11:42 AM,Closed,7D 10/21/2019 1OP 25ZE
19-02104465,"Tree Planting -
Green Streets",5944,W,CHICAGO,AVE,29,10:57 AM,11:58 AM,Closed,7D 10/21/2019 1OP 07CC
19-02104487,"Tree Planting -
Green Streets",2402,W,DIVISION,ST,26,11:00 AM,12:02 PM,Closed,7D 10/28/2019 1OP 01ZF
19-02105007,"Tree Planting -
Green Streets",2643,W,DIVISION,ST,26,11:50 AM,12:51 PM,Closed,7D 10/28/2019 1OP 06ZB
19-02105052,"Tree Planting -
Green Streets",2657,W,DIVISION,ST,26,11:54 AM,12:55 PM,Closed,7D 10/28/2019 1OP 25ZE
19-02105174,"Tree Planting -
Green Streets",2706,W,DIVISION,ST,26,12:10 PM,1:12 PM,Closed,7D 10/28/2019 1OP 07CC
19-02105201,"Tree Planting -
Green Streets",2720,W,DIVISION,ST,26,12:14 PM,1:16 PM,Closed,7D 10/28/2019 1OP 01ZF
19-02105238,"Tree Planting -
Green Streets",5137,W,DIVISION,ST,37,12:17 PM,1:19 PM,Closed,7D 10/28/2019 1OP 06ZB
19-02105281,"Tree Planting -
Green Streets",5237,W,DIVISION,ST,37,12:22 PM,1:25 PM,Closed,7D 10/28/2019 1OP 25ZE
19-02106551,"Tree Planting -
Green Streets",5330,W,DIVISION,ST,37,3:03 PM,4:06 PM,Closed,7D 10-28-2019 2OP 07CC
19-02106656,"Tree Planting -
Green Streets",5504,W,DIVISION,ST,37,3:08 PM,4:09 PM,Closed,7D 10/28/2019 1OP 01ZF
19-02106676,"Tree Planting -
Green Streets",5504,W,DIVISION,ST,37,3:11 PM,4:12 PM,Closed,7D 10/28/2019 1OP 06ZB
19-02106693,"Tree Planting -
Green Streets",5618,W,DIVISION,ST,29,3:14 PM,4:16 PM,Closed,7D 10/28/2019 1OP 25ZE
19-02106713,"Tree Planting -
Green Streets",5642,W,DIVISION,ST,29,3:18 PM,4:21 PM,Closed,7D 10/28/2019 2OP 07CC
19-02106756,"Tree Planting -
Green Streets",5704,W,DIVISION,ST,29,3:22 PM,4:24 PM,Closed,7D 10/28/2019 1OP 01ZF
19-02106782,"Tree Planting -
Green Streets",5707,W,DIVISION,ST,29,3:25 PM,4:27 PM,Closed,7D 10/28/2019 2OP 25ZE
19-02106875,"Tree Planting -
Green Streets",5721,W,DIVISION,ST,29,3:35 PM,4:38 PM,Closed,7D 10/28/2019 2OP 07CC
19-02106990,"Tree Planting -
Green Streets",5734,W,DIVISION,ST,29,3:42 PM,4:45 PM,Closed,7D 10/28/2019 2OP 01ZF
19-02107116,"Tree Planting -
Green Streets",5743,W,DIVISION,ST,29,4:00 PM,5:01 PM,Closed,7D 10/28/2019 1OP 06ZB
19-02107121,"Tree Planting -
Green Streets",5744,W,DIVISION,ST,29,4:02 PM,5:04 PM,Closed,7D 10/28/2019 2OP 25ZE
19-02108470,"Tree Planting -
Green Streets",5838,W,DIVISION,ST,29,8:50 AM,9:52 AM,Closed,7D 10/28/2019 1OP 07CC
19-02108488,"Tree Planting -
Green Streets",5856,W,DIVISION,ST,29,8:54 AM,9:56 AM,Closed,7D 10/28/2019 1OP 13AG
19-02108506,"Tree Planting -
Green Streets",5905,W,DIVISION,ST,29,8:57 AM,9:59 AM,Closed,7D 10/28/2019 1OP 13AG
19-02108562,"Tree Planting -
Green Streets",5922,W,DIVISION,ST,29,9:06 AM,10:08 AM,Closed,7D 10/28/2019 2OP 01ZF
19-02108589,"Tree Planting -
Green Streets",5941,W,DIVISION,ST,29,9:10 AM,10:17 AM,Closed,7D 10/28/2019 3OP 25ZE
19-02108922,"Tree Planting -
Green Streets",7514,N,EASTLAKE,TER,49,9:46 AM,10:47 AM,Closed,7D 10/25/2019 1OP 25ZE
19-02108945,"Tree Planting -
Green Streets",1605,W,FARRAGUT,AVE,40,9:49 AM,10:52 AM,Closed,7D 10/25/2019 1OP  13AG
19-02109966,"Tree Planting -
Green Streets",5938,W,DIVISION,ST,29,11:24 AM,12:27 PM,Closed,7D 10/28/2019 2OP 13AG
19-02109997,"Tree Planting -
Green Streets",101,W,GRAND,AVE,42,11:29 AM,12:34 PM,Closed,7D 10/24/2019 1OP  13AG
19-02110188,"Tree Planting -
Green Streets",4650,W,MADISON,ST,28,11:50 AM,12:53 PM,Closed,7D 10/30/2019 1OP 07CC
19-02110215,"Tree Planting -
Green Streets",4920,W,MADISON,ST,28,11:54 AM,1:05 PM,Closed,7D 10/30/2019 1OP 01ZF
19-02110372,"Tree Planting -
Green Streets",5222,W,MADISON,ST,28,12:10 PM,1:13 PM,Closed,7D 10/30/2019 2OP 07CC
19-02110407,"Tree Planting -
Green Streets",5427,W,MADISON,ST,29,12:15 PM,1:17 PM,Closed,7D 10/30/2019 1OP 01ZF
19-02110433,"Tree Planting -
Green Streets",5440,W,MADISON,ST,29,12:18 PM,1:21 PM,Closed,7D 10/30/2019 2OP 01ZF
19-02110460,"Tree Planting -
Green Streets",5550,W,MADISON,ST,29,12:22 PM,2:41 PM,Closed,7D 10/30/2019 2OP 07CC
19-02112038,"Tree Planting -
Green Streets",2440,W,NORTH,AVE,1,3:41 PM,4:45 PM,Closed,7D 10/23/2019 2OP 25ZE
19-02112056,"Tree Planting -
Green Streets",2509,W,NORTH,AVE,1,3:46 PM,4:48 PM,Closed,7D 10/23/2019 1OP 07CC
19-02112073,"Tree Planting -
Green Streets",2516,W,NORTH,AVE,1,3:49 PM,4:51 PM,Closed,7D 10/23/2019 2OP 01ZF
19-02112087,"Tree Planting -
Green Streets",2521,W,NORTH,AVE,1,3:52 PM,4:54 PM,Closed,7D 10/23/2019 1OP 06ZB
19-02112103,"Tree Planting -
Green Streets",2547,W,NORTH,AVE,1,3:55 PM,4:58 PM,Closed,7D 10/23/2019 3OP 25ZE
19-02112130,"Tree Planting -
Green Streets",2646,W,NORTH,AVE,1,4:01 PM,5:02 PM,Closed,7D 10/23/2019 1OP 07CC
19-02114763,"Tree Planting -
Green Streets",2654,W,NORTH,AVE,1,11:05 AM,12:06 PM,Closed,7D 10/23/2019 2OP 06ZB
19-02114780,"Tree Planting -
Green Streets",3248,W,NORTH,AVE,26,11:08 AM,12:12 PM,Closed,7D 10/23/2019 4OP 06ZB
19-02114782,"Tree Planting -
Green Streets",2544,W,DEVON,AVE,50,11:08 AM,3:46 PM,Closed,
19-02114788,"Tree Planting -
Green Streets",2546,W,DEVON,AVE,50,11:09 AM,3:51 PM,Closed,
19-02114850,"Tree Planting -
Green Streets",2559,W,DEVON,AVE,50,11:13 AM,3:54 PM,Closed,
19-02114858,"Tree Planting -
Green Streets",3337,W,NORTH,AVE,26,11:14 AM,12:15 PM,Closed,7D 10/23/2019 1OP 25ZE
19-02114975,"Tree Planting -
Green Streets",3949,W,NORTH,AVE,26,11:27 AM,12:31 PM,Closed,7D 10/23/2019 3OP 07CC
19-02115047,"Tree Planting -
Green Streets",4145,W,NORTH,AVE,26,11:35 AM,12:37 PM,Closed,7D 10/23/2019 1OP 01ZF
19-02115084,"Tree Planting -
Green Streets",4215,W,NORTH,AVE,26,11:39 AM,12:44 PM,Closed,7D 10/23/2019 1OP 06ZB
19-02115128,"Tree Planting -
Green Streets",4231,W,NORTH,AVE,26,11:46 AM,12:48 PM,Closed,7D 10/23/2019 1OP 25ZE
19-02115324,"Tree Planting -
Green Streets",4243,W,NORTH,AVE,26,12:06 PM,1:09 PM,Closed,7D 10/23/2019 2OP 07CC
19-02115351,"Tree Planting -
Green Streets",4301,W,NORTH,AVE,26,12:10 PM,1:11 PM,Closed,7D 10/23/2019 1OP 06ZB
19-02115370,"Tree Planting -
Green Streets",4500,W,NORTH,AVE,37,12:13 PM,1:16 PM,Closed,7D 10/23/2019 2OP 25ZE
19-02115401,"Tree Planting -
Green Streets",4632,W,NORTH,AVE,37,12:18 PM,1:22 PM,Closed,7D 10/24/2019 3OP 07CC
19-02115463,"Tree Planting -
Green Streets",4636,W,NORTH,AVE,37,12:27 PM,1:31 PM,Closed,7D 10/24/2019 2OP 01ZF
19-02115625,"Tree Planting -
Green Streets",19,N,ABERDEEN,ST,25,12:51 PM,,In Progress,
19-02115630,"Tree Planting -
Green Streets",134,S,ASHLAND,AVE,28,12:52 PM,3:10 PM,Closed,
19-02115632,"Tree Planting -
Green Streets",323,S,ASHLAND,AVE,28,12:52 PM,,In Progress,7D 11/23/2019 1OP 01ZF
19-02115637,"Tree Planting -
Green Streets",1421,S,HALSTED,ST,11,12:52 PM,,In Progress,
19-02115640,"Tree Planting -
Green Streets",3432,S,HALSTED,ST,11,12:53 PM,3:40 PM,Closed,
19-02115642,"Tree Planting -
Green Streets",933,W,JACKSON,BLVD,25,12:53 PM,3:45 PM,Closed,
19-02115645,"Tree Planting -
Green Streets",181,W,MADISON,ST,42,12:53 PM,3:51 PM,Closed,
19-02115779,"Tree Planting -
Green Streets",1525,N,MILWAUKEE,AVE,1,1:13 PM,8:54 AM,Closed,
19-02115784,"Tree Planting -
Green Streets",1550,N,MILWAUKEE,AVE,1,1:14 PM,,In Progress,
19-02115793,"Tree Planting -
Green Streets",1675,N,MILWAUKEE,AVE,2,1:15 PM,3:55 PM,Closed,
19-02115798,"Tree Planting -
Green Streets",100,S,RACINE,AVE,27,1:15 PM,2:22 PM,Closed,
19-02115803,"Tree Planting -
Green Streets",210,S,RACINE,AVE,28,1:16 PM,9:05 AM,Closed,
19-02115806,"Tree Planting -
Green Streets",916,W,VAN BUREN,ST,25,1:16 PM,3:05 PM,Closed,
19-02115810,"Tree Planting -
Green Streets",933,W,VAN BUREN,ST,25,1:17 PM,11:54 AM,Closed,7D 11/23/2019 1OP 32AD
19-02115812,"Tree Planting -
Green Streets",1002,W,VAN BUREN,ST,25,1:17 PM,9:11 AM,Closed,
19-02115815,"Tree Planting -
Green Streets",1025,W,VAN BUREN,ST,25,1:17 PM,3:08 PM,Closed,
19-02115817,"Tree Planting -
Green Streets",516,N,CLARK,ST,42,1:18 PM,11:41 AM,Closed,7D 11/23/2019 1OP 13ZG
19-02115843,"Tree Planting -
Green Streets",3500,W,GRAND,AVE,26,1:19 PM,,In Progress,
19-02115845,"Tree Planting -
Green Streets",3568,W,GRAND,AVE,26,1:19 PM,,In Progress,
19-02115848,"Tree Planting -
Green Streets",3689,W,GRAND,AVE,27,1:20 PM,,In Progress,
19-02115851,"Tree Planting -
Green Streets",3737,W,GRAND,AVE,27,1:20 PM,,In Progress,
19-02115856,"Tree Planting -
Green Streets",3849,W,GRAND,AVE,26,1:20 PM,,In Progress,
19-02115971,"Tree Planting -
Green Streets",4638,W,NORTH,AVE,37,1:38 PM,2:42 PM,Closed,7D 10/24/2019 2OP 13AG
19-02116009,"Tree Planting -
Green Streets",4747,W,NORTH,AVE,37,1:44 PM,2:47 PM,Closed,7D 10/24/2019 2OP 25ZE
19-02116035,"Tree Planting -
Green Streets",4753,W,NORTH,AVE,37,1:48 PM,2:50 PM,Closed,7D 10/24/2019 2OP 07CC
19-02116054,"Tree Planting -
Green Streets",4840,W,NORTH,AVE,37,1:52 PM,2:55 PM,Closed,7D 10/24/2019 2OP 01ZF
19-02116077,"Tree Planting -
Green Streets",4856,W,NORTH,AVE,37,1:56 PM,2:59 PM,Closed,7D 10/24/2019 3OP 13AG
19-02116113,"Tree Planting -
Green Streets",4880,W,NORTH,AVE,37,2:01 PM,3:44 PM,Closed,7D 10/24/2019 3OP 01ZF
19-02118259,"Tree Planting -
Green Streets",5006,W,NORTH,AVE,37,8:47 AM,9:50 AM,Closed,7D 10/24/2019 2OP 06ZB
19-02118277,"Tree Planting -
Green Streets",5016,W,NORTH,AVE,37,8:51 AM,9:52 AM,Closed,7D 10/24/2019 1OP 25ZE
19-02118285,"Tree Planting -
Green Streets",5101,W,NORTH,AVE,37,8:53 AM,9:59 AM,Closed,7D 10/24/2019 3OP 07CC
19-02118332,"Tree Planting -
Green Streets",5122,W,NORTH,AVE,37,9:01 AM,10:02 AM,Closed,7D 10/24/2019 1OP 01ZF
19-02118342,"Tree Planting -
Green Streets",5130,W,NORTH,AVE,37,9:03 AM,10:05 AM,Closed,7D 10/24/2019 2OP 13AG
19-02118379,"Tree Planting -
Green Streets",5228,W,NORTH,AVE,37,9:06 AM,10:08 AM,Closed,7D 10/24/2019 1OP 06ZB
19-02118402,"Tree Planting -
Green Streets",5311,W,NORTH,AVE,37,9:10 AM,10:12 AM,Closed,7D 10/24/2019 1OP 06ZB
19-02118431,"Tree Planting -
Green Streets",5353,W,NORTH,AVE,37,9:14 AM,10:16 AM,Closed,7D 10/24/2019 1OP 06ZB
19-02118457,"Tree Planting -
Green Streets",5815,W,NORTH,AVE,29,9:17 AM,10:21 AM,Closed,7D 10/24/2019 1OP 06ZB
19-02118493,"Tree Planting -
Green Streets",7601,N,SHERIDAN,RD,49,9:22 AM,10:24 AM,Closed,7D 10/25/2019 1OP 01ZF
19-02133939,"Tree Planting -
Green Streets",753,W,32ND,ST,11,9:55 AM,10:58 AM,Closed,7D 11/21/2019 1OP 04ZE
19-02133959,"Tree Planting -
Green Streets",754,W,32ND,ST,11,9:59 AM,11:01 AM,Closed,7D 11/21/2019 1OP 25ZE
19-02134026,"Tree Planting -
Green Streets",60,W,KINZIE,ST,42,10:07 AM,11:11 AM,Closed,7D 11/23/2019 1OP 07CC
19-02134132,"Tree Planting -
Green Streets",3367,S,HALSTED,ST,11,10:21 AM,11:23 AM,Closed,7D 11/21/2019 1OP 13AG
19-02134159,"Tree Planting -
Green Streets",3935,W,ARMITAGE,AVE,26,10:25 AM,11:32 AM,Closed,7D 11/21/2019 3OP 07CC 01ZF 06ZB
19-02134516,"Tree Planting -
Green Streets",3113,W,ROOSEVELT,RD,24,10:56 AM,12:14 PM,Closed,7D 11/21/2019 1OP 06ZB
19-02134729,"Tree Planting -
Green Streets",3310,W,ROOSEVELT,RD,24,11:17 AM,12:31 PM,Closed,7D 11/21/2019 1OP 01ZF
19-02135091,"Tree Planting -
Green Streets",3328,W,ROOSEVELT,RD,24,12:13 PM,1:17 PM,Closed,7D 11/21/2019 2M 01ZF
19-02135114,"Tree Planting -
Green Streets",3429,W,ROOSEVELT,RD,24,12:18 PM,1:21 PM,Closed,7D 11/21/2019 2OP 25ZE
19-02135143,"Tree Planting -
Green Streets",3841,W,ROOSEVELT,RD,24,12:23 PM,1:24 PM,Closed,7D 11/21/2019 1OP 01ZF
19-02135823,"Tree Planting -
Green Streets",33,W,ILLINOIS,ST,42,2:14 PM,3:15 PM,Closed,
19-02161865,"Tree Planting -
Green Streets",1379,N,MILWAUKEE,AVE,1,11:07 AM,9:34 PM,Closed,7D 1OP 25ZE
19-02161923,"Tree Planting -
Green Streets",1544,N,MILWAUKEE,AVE,1,11:12 AM,3:53 PM,Closed,7D 1OP 13AG
19-02161940,"Tree Planting -
Green Streets",1651,N,MILWAUKEE,AVE,2,11:13 AM,12:34 PM,Closed,7D 1OP 04ZE
19-02161992,"Tree Planting -
Green Streets",1867,N,MILWAUKEE,AVE,32,11:19 AM,11:24 AM,Closed,7D 1OP 01ZF
19-02162016,"Tree Planting -
Green Streets",2018,N,MILWAUKEE,AVE,1,11:22 AM,11:26 AM,Closed,7D 1OP 01ZF
19-02162028,"Tree Planting -
Green Streets",2048,N,MILWAUKEE,AVE,1,11:24 AM,11:28 AM,Closed,7D 1OP 25ZE
19-02162062,"Tree Planting -
Green Streets",2071,N,MILWAUKEE,AVE,1,11:29 AM,11:29 AM,Closed,"7D 2OP 13AG
7D 2OP 04ZE
7D 3OP 07CC"
19-02162179,"Tree Planting -
Green Streets",2095,N,MILWAUKEE,AVE,1,11:39 AM,11:35 AM,Closed,7D 1OP 01ZF
19-02162231,"Tree Planting -
Green Streets",2096,N,MILWAUKEE,AVE,1,11:41 AM,11:36 AM,Closed,7D 1OP 25ZE
19-02162244,"Tree Planting -
Green Streets",2101,N,MILWAUKEE,AVE,1,11:43 AM,11:38 AM,Closed,7D 2OP 13AG
19-02162269,"Tree Planting -
Green Streets",2116,N,MILWAUKEE,AVE,1,11:46 AM,11:41 AM,Closed,7D 1OP 04ZE
19-02162289,"Tree Planting -
Green Streets",2118,N,MILWAUKEE,AVE,1,11:48 AM,11:03 AM,Closed,7D 1OP 07CC
19-02162307,"Tree Planting -
Green Streets",2120,N,MILWAUKEE,AVE,1,11:49 AM,12:44 PM,Closed,7D 1OP 01ZF
19-02162320,"Tree Planting -
Green Streets",2121,N,MILWAUKEE,AVE,1,11:51 AM,11:42 AM,Closed,7D 2OP 25ZE
19-02162339,"Tree Planting -
Green Streets",2122,N,MILWAUKEE,AVE,1,11:53 AM,11:44 AM,Closed,7D 1OP 13AG
19-02162351,"Tree Planting -
Green Streets",2126,N,MILWAUKEE,AVE,1,11:56 AM,12:45 PM,Closed,7D 1OP 04ZE
19-02162363,"Tree Planting -
Green Streets",2128,N,MILWAUKEE,AVE,1,11:57 AM,11:48 AM,Closed,"7D 1OP 07CC
7D 1OP 01ZF"
19-02162367,"Tree Planting -
Green Streets",2142,N,MILWAUKEE,AVE,1,11:59 AM,1:14 PM,Closed,7D 1OP 25ZE
19-02163464,"Tree Planting -
Green Streets",2148,N,MILWAUKEE,AVE,1,2:46 PM,11:57 AM,Closed,7D 1P 04ZE
19-02163536,"Tree Planting -
Green Streets",2200,N,MILWAUKEE,AVE,1,3:00 PM,12:49 PM,Closed,7D 1OP 04ZE
19-02163559,"Tree Planting -
Green Streets",2202,N,MILWAUKEE,AVE,1,3:02 PM,11:59 AM,Closed,7D 1OP 25ZE
19-02163567,"Tree Planting -
Green Streets",2211,N,MILWAUKEE,AVE,1,3:04 PM,12:00 PM,Closed,7D 1OP 13AG
19-02163583,"Tree Planting -
Green Streets",2252,N,MILWAUKEE,AVE,1,3:06 PM,8:52 AM,Closed,7D 1OP 04ZE
19-02163588,"Tree Planting -
Green Streets",2318,N,MILWAUKEE,AVE,1,3:08 PM,8:53 AM,Closed,7D 1OP 07CC
19-02163725,"Tree Planting -
Green Streets",2328,N,MILWAUKEE,AVE,1,3:25 PM,12:52 PM,Closed,7D  1OP 01ZF
19-02163760,"Tree Planting -
Green Streets",2336,N,MILWAUKEE,AVE,1,3:27 PM,12:55 PM,Closed,7D 1OP 25ZE
19-02163775,"Tree Planting -
Green Streets",2345,N,MILWAUKEE,AVE,1,3:28 PM,12:56 PM,Closed,7D 1OP 13AG
19-02163795,"Tree Planting -
Green Streets",2369,N,MILWAUKEE,AVE,1,3:32 PM,1:01 PM,Closed,7D 1OP 04ZE
19-02163802,"Tree Planting -
Green Streets",2375,N,MILWAUKEE,AVE,1,3:33 PM,1:04 PM,Closed,7D 1OP 07CC
19-02163808,"Tree Planting -
Green Streets",2407,N,MILWAUKEE,AVE,1,3:34 PM,1:06 PM,Closed,7D 1OP 01ZF
19-02163818,"Tree Planting -
Green Streets",2413,N,MILWAUKEE,AVE,1,3:36 PM,1:10 PM,Closed,7D 1OP 25ZE
19-02163826,"Tree Planting -
Green Streets",2415,N,MILWAUKEE,AVE,1,3:37 PM,1:11 PM,Closed,7D 1OP 13AG
19-02163834,"Tree Planting -
Green Streets",2420,N,MILWAUKEE,AVE,1,3:39 PM,1:15 PM,Closed,7D 1OP 04ZE
19-02163840,"Tree Planting -
Green Streets",2427,N,MILWAUKEE,AVE,1,3:40 PM,1:02 PM,Closed,7D 1OP 07CC
19-02163847,"Tree Planting -
Green Streets",2440,N,MILWAUKEE,AVE,1,3:41 PM,1:16 PM,Closed,7D 1OP 01ZF
19-02163851,"Tree Planting -
Green Streets",2450,N,MILWAUKEE,AVE,1,3:42 PM,1:19 PM,Closed,7D 1OP 25ZE
19-02163863,"Tree Planting -
Green Streets",2475,N,MILWAUKEE,AVE,32,3:44 PM,1:21 PM,Closed,7D 2OP 13AG
19-02163874,"Tree Planting -
Green Streets",2497,N,MILWAUKEE,AVE,32,3:45 PM,1:25 PM,Closed,7D 1OP 07CC
19-02163880,"Tree Planting -
Green Streets",2515,N,MILWAUKEE,AVE,32,3:47 PM,1:29 PM,Closed,7D 1OP 07CC
19-02163896,"Tree Planting -
Green Streets",2872,N,DRAKE,AVE,35,3:50 PM,4:02 PM,Closed,7D 1OP 01ZF
19-02163901,"Tree Planting -
Green Streets",2898,N,MILWAUKEE,AVE,35,3:52 PM,1:31 PM,Closed,7D 1P 25ZE
19-02163910,"Tree Planting -
Green Streets",3042,N,MILWAUKEE,AVE,30,3:53 PM,1:32 PM,Closed,7D 1P 25ZE
19-02163915,"Tree Planting -
Green Streets",3588,N,MILWAUKEE,AVE,30,3:55 PM,1:06 PM,Closed,7D 1OP 13AG
19-02163920,"Tree Planting -
Green Streets",3635,N,MILWAUKEE,AVE,45,3:56 PM,1:34 PM,Closed,7D 2OP 04ZE
19-02163939,"Tree Planting -
Green Streets",3668,N,MILWAUKEE,AVE,45,3:57 PM,1:36 PM,Closed,7D 1OP 07CC
19-02165894,"Tree Planting -
Green Streets",3702,N,MILWAUKEE,AVE,45,11:25 AM,1:37 PM,Closed,7D 1OP 01ZF
19-02165897,"Tree Planting -
Green Streets",3706,N,MILWAUKEE,AVE,45,11:26 AM,1:39 PM,Closed,7D 1OP 25ZE
19-02165907,"Tree Planting -
Green Streets",3728,N,MILWAUKEE,AVE,45,11:28 AM,1:23 PM,Closed,7D 1OP 13AG
19-02165937,"Tree Planting -
Green Streets",3732,N,MILWAUKEE,AVE,45,11:32 AM,1:43 PM,Closed,7D 1OP 07CC
19-02165944,"Tree Planting -
Green Streets",3743,N,MILWAUKEE,AVE,45,11:33 AM,1:47 PM,Closed,7D 1OP 01ZF
19-02179941,"Tree Planting -
Green Streets",435,N,ASHLAND,AVE,27,10:04 AM,3:41 PM,Closed,
20-02260341,"Tree Planting -
Green Streets",2556,W,FULLERTON,AVE,1,2:36 PM,12:10 PM,Closed,7D 2P ON ROCKWELL
20-02260348,"Tree Planting -
Green Streets",2733,W,FULLERTON,AVE,1,2:37 PM,3:36 PM,Closed,7D 1OP
20-02260351,"Tree Planting -
Green Streets",2655,W,FULLERTON,AVE,1,2:37 PM,12:14 PM,Closed,7D 1P ON WASHTENAW
20-02260371,"Tree Planting -
Green Streets",2617,W,FULLERTON,AVE,1,2:38 PM,12:13 PM,Closed,7D 1OP
20-02260381,"Tree Planting -
Green Streets",400,N,MC CLURG,CT,42,2:40 PM,3:21 PM,Closed,7D 1OP DEAD ON EAST NORTH WATER ST AT NEW ST
20-02260390,"Tree Planting -
Green Streets",2555,W,FULLERTON,AVE,1,2:41 PM,12:06 PM,Closed,7D 1OP
20-02260400,"Tree Planting -
Green Streets",2828,W,FULLERTON,AVE,1,2:43 PM,3:39 PM,Closed,7D 1P ON MOZART
20-02260408,"Tree Planting -
Green Streets",2834,W,FULLERTON,AVE,1,2:44 PM,3:49 PM,Closed,7D 2P ON MOZART
20-02260411,"Tree Planting -
Green Streets",3117,W,FULLERTON,AVE,32,2:45 PM,3:57 PM,Closed,7D 1OP
20-02260413,"Tree Planting -
Green Streets",2121,W,FULLERTON,AVE,32,2:46 PM,11:48 AM,Closed,7D 1OP
20-02260427,"Tree Planting -
Green Streets",2125,W,FULLERTON,AVE,32,2:48 PM,11:51 AM,Closed,7D 1OP
20-02260432,"Tree Planting -
Green Streets",3051,W,FULLERTON,AVE,32,2:49 PM,3:54 PM,Closed,7D 2P ON ALBANY
20-02260435,"Tree Planting -
Green Streets",3320,W,FULLERTON,AVE,35,2:49 PM,11:53 AM,Closed,7D 1OP
20-02260438,"Tree Planting -
Green Streets",3535,W,FULLERTON,AVE,35,2:50 PM,11:57 AM,Closed,7D 1P ON DRAKE
20-02260504,"Tree Planting -
Green Streets",3321,W,FULLERTON,AVE,35,3:02 PM,11:55 AM,Closed,7D 1OP
20-02260514,"Tree Planting -
Green Streets",3317,W,FULLERTON,AVE,35,3:04 PM,11:49 AM,Closed,7D 2OP
20-02260522,"Tree Planting -
Green Streets",3263,W,FULLERTON,AVE,32,3:05 PM,11:46 AM,Closed,7D 1OP
20-02260601,"Tree Planting -
Green Streets",3638,W,FULLERTON,AVE,31,3:14 PM,2:57 PM,Closed,7D 1OP
20-02260609,"Tree Planting -
Green Streets",3724,W,FULLERTON,AVE,31,3:15 PM,2:59 PM,Closed,7D 1OP ON RIDGEWAY
20-02260616,"Tree Planting -
Green Streets",3736,W,FULLERTON,AVE,31,3:16 PM,3:04 PM,Closed,7D 1OP
20-02260627,"Tree Planting -
Green Streets",3744,W,FULLERTON,AVE,31,3:17 PM,3:06 PM,Closed,7D 1OP
20-02260672,"Tree Planting -
Green Streets",3760,W,FULLERTON,AVE,31,3:19 PM,3:15 PM,Closed,7D 1P ON HAMLIN
20-02260677,"Tree Planting -
Green Streets",3800,W,FULLERTON,AVE,31,3:19 PM,3:18 PM,Closed,7D 3OP
20-02260678,"Tree Planting -
Green Streets",3918,W,FULLERTON,AVE,31,3:20 PM,3:59 PM,Closed,7D 3OP ON HARDING
20-02260854,"Tree Planting -
Green Streets",3935,W,FULLERTON,AVE,35,3:49 PM,4:02 PM,Closed,7D 1OP ON HARDING
20-02260860,"Tree Planting -
Green Streets",3909,W,FULLERTON,AVE,35,3:50 PM,3:48 PM,Closed,7D 1OP
20-02260861,"Tree Planting -
Green Streets",3851,W,FULLERTON,AVE,35,3:51 PM,3:44 PM,Closed,7D 1OP
20-02260868,"Tree Planting -
Green Streets",3827,W,FULLERTON,AVE,35,3:52 PM,3:22 PM,Closed,7D 2OP ON AVERS
20-02260870,"Tree Planting -
Green Streets",3821,W,FULLERTON,AVE,35,3:52 PM,3:20 PM,Closed,7D 1OP
20-02260875,"Tree Planting -
Green Streets",3759,W,FULLERTON,AVE,35,3:53 PM,3:13 PM,Closed,7D 2OP ON HAMLIN
20-02264089,"Tree Planting -
Green Streets",5936,N,MILWAUKEE,AVE,45,2:09 PM,1:52 PM,Closed,"7D PED REFUGE ISLAND TO REPLACE THOSE THAT WERE
VANDALIZED BY VEHICULAR TRAFFIC"
20-02264107,"Tree Planting -
Green Streets",955,W,RANDOLPH,ST,27,2:10 PM,3:43 PM,Closed,7D 1OP
20-02264272,"Tree Planting -
Green Streets",3751,W,FULLERTON,AVE,35,2:34 PM,3:08 PM,Closed,7D 1OP
20-02264274,"Tree Planting -
Green Streets",3735,W,FULLERTON,AVE,35,2:34 PM,3:02 PM,Closed,7D 2OP ON RIDGEWAY
20-02264286,"Tree Planting -
Green Streets",3721,W,FULLERTON,AVE,35,2:35 PM,1:10 PM,Closed,7D 1OP
20-02264300,"Tree Planting -
Green Streets",3601,W,FULLERTON,AVE,35,2:37 PM,2:55 PM,Closed,7D 2OP ON CENTRAL PARK
