sr_number,type,raw_location,area,created_date,activity_date,status,group,description,address,ward
08-01963309,Tree Planting - Green Streets,"3245 W IRVING PARK RD , CHICAGO, IL, 60618 COOK",33-Ward,"Sep 26, 2008 12:41 PM","OCT 07, 2008 08:45 AM",Completed,Bureau of Forestry - Green Streets,2OP 25ZF TURFCARE,3245 W IRVING PARK RD,33-Ward
08-01963316,Tree Planting - Green Streets,"3309 W IRVING PARK RD , CHICAGO, IL, 60618 COOK",33-Ward,"Sep 26, 2008 12:42 PM","OCT 07, 2008 08:45 AM",Completed,Bureau of Forestry - Green Streets,1OP 01TF TURFCARE,3309 W IRVING PARK RD,33-Ward
08-01963325,Tree Planting - Green Streets,"3315 W IRVING PARK RD , CHICAGO, IL, 60618 COOK",33-Ward,"Sep 26, 2008 12:42 PM","OCT 07, 2008 08:45 AM",Completed,Bureau of Forestry - Green Streets,2OP 25ZF TURFCARE,3315 W IRVING PARK RD,33-Ward
08-01963355,Tree Planting - Green Streets,"3345 W IRVING PARK RD , CHICAGO, IL, 60618 COOK",33-Ward,"Sep 26, 2008 12:44 PM","OCT 07, 2008 08:46 AM",Completed,Bureau of Forestry - Green Streets,1OP 06ZB TURFCARE,3345 W IRVING PARK RD,33-Ward
08-01963367,Tree Planting - Green Streets,"3413 W IRVING PARK RD , CHICAGO, IL, 60618 COOK",35-Ward,"Sep 26, 2008 12:44 PM","OCT 07, 2008 08:46 AM",Completed,Bureau of Forestry - Green Streets,2OP 25ZF TURFCARE,3413 W IRVING PARK RD,35-Ward
08-01963378,Tree Planting - Green Streets,"3443 W IRVING PARK RD , CHICAGO, IL, 60618 COOK",35-Ward,"Sep 26, 2008 12:45 PM","OCT 07, 2008 08:46 AM",Completed,Bureau of Forestry - Green Streets,1OP 25ZF TURFCARE,3443 W IRVING PARK RD,35-Ward
08-01963387,Tree Planting - Green Streets,"3541 W IRVING PARK RD , 35-Ward CHICAGO, IL, 60618 COOK",,"Sep 26, 2008 12:46 PM","OCT 07, 2008 08:47 AM",Completed,Bureau of Forestry - Green Streets,4OP 01TF TURFCARE,3541 W IRVING PARK RD,35-Ward
08-01963393,Tree Planting - Green Streets,"4251 W IRVING PARK RD , 45-Ward CHICAGO, IL, 60641 COOK",,"Sep 26, 2008 12:46 PM","OCT 20, 2008 08:48 AM",Completed,Bureau of Forestry - Green Streets,7P 25ZF TURFCARE  5 PLANTED ON 10.07.08 AND 2 PLANTED ON 10.20.08,4251 W IRVING PARK RD,45-Ward
08-01963401,Tree Planting - Green Streets,"4710 W IRVING PARK RD , 45-Ward CHICAGO, IL, 60641 COOK",,"Sep 26, 2008 12:47 PM","OCT 07, 2008 08:48 AM",Completed,Bureau of Forestry - Green Streets,4OP 01TF TURFCARE,4710 W IRVING PARK RD,45-Ward
08-01963406,Tree Planting - Green Streets,"6356 N KENMORE AVE , CHICAGO, 48-Ward IL, 60660 COOK",,"Sep 26, 2008 12:47 PM","OCT 14, 2008 01:37 PM",Completed,Bureau of Forestry - Green Streets,3P 32OC ALADDIN,6356 N KENMORE AVE,48-Ward
08-01963417,Tree Planting - Green Streets,"6616 N KEOTA AVE , CHICAGO, IL, 41-Ward 60646 COOK",,"Sep 26, 2008 12:48 PM","SEP 16, 2008 01:38 PM",Completed,Bureau of Forestry - Green Streets,2P 01TF ALADDIN,6616 N KEOTA AVE,41-Ward
08-01963426,Tree Planting - Green Streets,"121 N LA CROSSE AVE , CHICAGO, IL, 60646 COOK",,"Sep 26, 2008 12:48 PM","DEC 02, 2008 01:38 PM",Completed,Bureau of Forestry - Green Streets,,121 N LA CROSSE AVE,
08-01963441,Tree Planting - Green Streets,"757 W LAWRENCE AVE , CHICAGO, 46-Ward IL, 60640 COOK",,"Sep 26, 2008 12:50 PM","OCT 10, 2008 01:43 PM",Completed,Bureau of Forestry - Green Streets,4OP 01TF TURFCARE,757 W LAWRENCE AVE,46-Ward
08-01963453,Tree Planting - Green Streets,"758 W LAWRENCE AVE , CHICAGO, 46-Ward IL, 60640 COOK",,"Sep 26, 2008 12:51 PM","OCT 10, 2008 01:44 PM",Completed,Bureau of Forestry - Green Streets,2P 01TF TURFCARE,758 W LAWRENCE AVE,46-Ward
08-01963456,Tree Planting - Green Streets,"833 W LAWRENCE AVE , CHICAGO, 46-Ward IL, 60640 COOK",,"Sep 26, 2008 12:51 PM","OCT 10, 2008 01:45 PM",Completed,Bureau of Forestry - Green Streets,1OP 01TF TURFCARE,833 W LAWRENCE AVE,46-Ward
08-01963465,Tree Planting - Green Streets,"1100 W LAWRENCE AVE , 46-Ward CHICAGO, IL, 60640 COOK",,"Sep 26, 2008 12:52 PM","OCT 17, 2008 01:46 PM",Completed,Bureau of Forestry - Green Streets,1OP 01TF TURFCARE,1100 W LAWRENCE AVE,46-Ward
08-01963472,Tree Planting - Green Streets,"1205 W LELAND AVE , CHICAGO, IL, 46-Ward 60640 COOK",,"Sep 26, 2008 12:52 PM","OCT 14, 2008 01:47 PM",Completed,Bureau of Forestry - Green Streets,2OP 06ZB ALADDIN,1205 W LELAND AVE,46-Ward
08-01963486,Tree Planting - Green Streets,"2265 N LINCOLN , CHICAGO, IL,",,"Sep 26, 2008 12:53 PM","OCT 08, 2008 01:45 PM",Completed,Bureau of Forestry - Green Streets,1OP 25ZF 7D,2265 N LINCOLN,
08-01963517,Tree Planting - Green Streets,"2309 N LINCOLN AVE , CHICAGO, IL, 43-Ward 60614 COOK",,"Sep 26, 2008 12:55 PM","OCT 08, 2008 01:48 PM",Completed,Bureau of Forestry - Green Streets,1OP 25ZF 7D,2309 N LINCOLN AVE,43-Ward
08-01963526,Tree Planting - Green Streets,"2438 N LINCOLN AVE , CHICAGO, IL, 43-Ward 60614 COOK",,"Sep 26, 2008 12:56 PM","OCT 08, 2008 01:48 PM",Completed,Bureau of Forestry - Green Streets,1OP 25ZF 7D,2438 N LINCOLN AVE,43-Ward
08-01963531,Tree Planting - Green Streets,"2468 N LINCOLN AVE , CHICAGO, IL, 43-Ward 60614 COOK",,"Sep 26, 2008 12:57 PM","OCT 08, 2008 01:48 PM",Completed,Bureau of Forestry - Green Streets,1OP 25ZF 7D,2468 N LINCOLN AVE,43-Ward
08-01963536,Tree Planting - Green Streets,"2475 N LINCOLN AVE , CHICAGO, IL, 43-Ward 60614 COOK",,"Sep 26, 2008 12:57 PM","OCT 08, 2008 01:49 PM",Completed,Bureau of Forestry - Green Streets,1OP 25ZF 7D,2475 N LINCOLN AVE,43-Ward
08-01963541,Tree Planting - Green Streets,"2526 N LINCOLN AVE , CHICAGO, IL, 43-Ward 60614 COOK",,"Sep 26, 2008 12:57 PM","OCT 08, 2008 01:49 PM",Completed,Bureau of Forestry - Green Streets,1OP 25ZF 7D,2526 N LINCOLN AVE,43-Ward
08-01963560,Tree Planting - Green Streets,"2636 N LINCOLN AVE , CHICAGO, IL, 43-Ward 60614 COOK",,"Sep 26, 2008 12:59 PM","OCT 08, 2008 01:49 PM",Completed,Bureau of Forestry - Green Streets,1OP 25ZF 7D,2636 N LINCOLN AVE,43-Ward
08-01963566,Tree Planting - Green Streets,"2671 N LINCOLN AVE , CHICAGO, IL, 43-Ward 60614 COOK",,"Sep 26, 2008 12:59 PM","OCT 08, 2008 01:50 PM",Completed,Bureau of Forestry - Green Streets,1OP 25ZF 7D,2671 N LINCOLN AVE,43-Ward
08-01963570,Tree Planting - Green Streets,"2843 N LINCOLN AVE , CHICAGO, IL, 32-Ward 60657 COOK",,"Sep 26, 2008 01:00 PM","OCT 08, 2008 01:50 PM",Completed,Bureau of Forestry - Green Streets,1OP 25ZF 7D,2843 N LINCOLN AVE,32-Ward
08-01963602,Tree Planting - Green Streets,"2844 N LINCOLN AVE , CHICAGO, IL, 32-Ward 60657 COOK",,"Sep 26, 2008 01:02 PM","OCT 08, 2008 01:50 PM",Completed,Bureau of Forestry - Green Streets,1OP 25ZF 7D,2844 N LINCOLN AVE,32-Ward
08-01963613,Tree Planting - Green Streets,"2914 N LINCOLN AVE , CHICAGO, IL, 32-Ward 60657 COOK",,"Sep 26, 2008 01:03 PM","OCT 08, 2008 01:51 PM",Completed,Bureau of Forestry - Green Streets,1OP 25ZF 7D,2914 N LINCOLN AVE,32-Ward
08-01963648,Tree Planting - Green Streets,"2940 N LINCOLN AVE , CHICAGO, IL, 32-Ward 60657 COOK",,"Sep 26, 2008 01:05 PM","OCT 08, 2008 01:51 PM",Completed,Bureau of Forestry - Green Streets,1OP 25ZF 7D,2940 N LINCOLN AVE,32-Ward
08-01963658,Tree Planting - Green Streets,"1156 W LOYOLA AVE , CHICAGO, IL, 49-Ward 60626 COOK",,"Sep 26, 2008 01:05 PM","OCT 14, 2008 01:52 PM",Completed,Bureau of Forestry - Green Streets,1P 25ZF ALADDIN,1156 W LOYOLA AVE,49-Ward
08-01963664,Tree Planting - Green Streets,"1830 W MADISON ST , CHICAGO, IL, 27-Ward 60612 COOK",,"Sep 26, 2008 01:06 PM","OCT 10, 2008 01:55 PM",Completed,Bureau of Forestry - Green Streets,3OP 01TF ALADDIN,1830 W MADISON ST,27-Ward
08-01963673,Tree Planting - Green Streets,"1831 W MADISON ST , CHICAGO, IL, 27-Ward 60612 COOK",,"Sep 26, 2008 01:07 PM","OCT 10, 2008 01:55 PM",Completed,Bureau of Forestry - Green Streets,4OP 01TF ALADDIN,1831 W MADISON ST,27-Ward
08-01963685,Tree Planting - Green Streets,"1901 W MADISON ST , CHICAGO, IL, 27-Ward 60612 COOK",,"Sep 26, 2008 01:08 PM","OCT 10, 2008 01:57 PM",Completed,Bureau of Forestry - Green Streets,2OP 01TF ALADDIN,1901 W MADISON ST,27-Ward
08-01963691,Tree Planting - Green Streets,"3011 W MADISON ST , CHICAGO, IL, 60612 COOK",28-Ward,"Sep 26, 2008 01:08 PM","OCT 14, 2008 01:57 PM",Completed,Bureau of Forestry - Green Streets,1OP 06ZB TURFCARE,3011 W MADISON ST,28-Ward
08-01963703,Tree Planting - Green Streets,"3025 W MADISON ST , CHICAGO, IL, 60612 COOK",28-Ward,"Sep 26, 2008 01:08 PM","OCT 16, 2008 01:58 PM",Completed,Bureau of Forestry - Green Streets,1OP 06ZB TURFCARE,3025 W MADISON ST,28-Ward
08-01963710,Tree Planting - Green Streets,"3028 W MADISON ST , CHICAGO, IL, 60612 COOK",27-Ward,"Sep 26, 2008 01:09 PM","OCT 16, 2008 01:58 PM",Completed,Bureau of Forestry - Green Streets,1OP 06ZB TURFCARE,3028 W MADISON ST,27-Ward
08-01963714,Tree Planting - Green Streets,"3044 W MADISON ST , CHICAGO, IL, 60612 COOK",27-Ward,"Sep 26, 2008 01:09 PM","OCT 16, 2008 01:59 PM",Completed,Bureau of Forestry - Green Streets,1OP 06ZB TURFCARE,3044 W MADISON ST,27-Ward
08-01963746,Tree Planting - Green Streets,"1701 N MILWAUKEE AVE , CHICAGO, IL, 60647 COOK",32-Ward,"Sep 26, 2008 01:11 PM","OCT 28, 2008 02:04 PM",Completed,Bureau of Forestry - Green Streets,2OP 07ZC 7D,1701 N MILWAUKEE AVE,32-Ward
08-01963755,Tree Planting - Green Streets,"4958 N MILWAUKEE AVE , CHICAGO, IL, 60630 COOK",45-Ward,"Sep 26, 2008 01:12 PM","OCT 09, 2008 02:05 PM",Completed,Bureau of Forestry - Green Streets,1OP 06ZB ALADDIN,4958 N MILWAUKEE AVE,45-Ward
08-01963766,Tree Planting - Green Streets,"5151 N MILWAUKEE , CHICAGO, IL,",,"Sep 26, 2008 01:13 PM","OCT 09, 2008 10:51 AM",Completed,Bureau of Forestry - Green Streets,5OP 06ZB ALADDIN,5151 N MILWAUKEE,
08-01963770,Tree Planting - Green Streets,"5151 N MILWAUKEE AVE , CHICAGO, IL, 60630 COOK",45-Ward,"Sep 26, 2008 01:13 PM","OCT 09, 2008 02:05 PM",Completed,Bureau of Forestry - Green Streets,5OP 06ZB ALADDIN,5151 N MILWAUKEE AVE,45-Ward
08-01963777,Tree Planting - Green Streets,"5202 N MILWAUKEE AVE , CHICAGO, IL, 60630 COOK",45-Ward,"Sep 26, 2008 01:14 PM","OCT 09, 2008 07:54 AM",Completed,Bureau of Forestry - Green Streets,5OP 25ZF ALADDIN,5202 N MILWAUKEE AVE,45-Ward
08-01963783,Tree Planting - Green Streets,"5208 N MILWAUKEE AVE , CHICAGO, IL, 60630 COOK",45-Ward,"Sep 26, 2008 01:14 PM","OCT 09, 2008 07:55 AM",Completed,Bureau of Forestry - Green Streets,5OP 06ZB ALADDIN,5208 N MILWAUKEE AVE,45-Ward
08-01963794,Tree Planting - Green Streets,"5301 N MILWAUKEE AVE , CHICAGO, IL, 60630 COOK",45-Ward,"Sep 26, 2008 01:15 PM","OCT 09, 2008 07:55 AM",Completed,Bureau of Forestry - Green Streets,2OP 25ZF ALADDIN,5301 N MILWAUKEE AVE,45-Ward
08-01963810,Tree Planting - Green Streets,"5354 N MILWAUKEE AVE , CHICAGO, IL, 60630 COOK",45-Ward,"Sep 26, 2008 01:16 PM","OCT 09, 2008 07:56 AM",Completed,Bureau of Forestry - Green Streets,1OP 06ZB ALADDIN,5354 N MILWAUKEE AVE,45-Ward
08-01963816,Tree Planting - Green Streets,"5409 N MILWAUKEE AVE , CHICAGO, IL, 60630 COOK",45-Ward,"Sep 26, 2008 01:16 PM","OCT 14, 2009 01:24 PM",Completed,Bureau of Forestry - Green Streets,1OP,5409 N MILWAUKEE AVE,45-Ward
08-01963820,Tree Planting - Green Streets,"5435 N MILWAUKEE AVE , CHICAGO, IL, 60630 COOK",45-Ward,"Sep 26, 2008 01:16 PM","OCT 09, 2008 08:00 AM",Completed,Bureau of Forestry - Green Streets,2OP 06ZB ALADDIN,5435 N MILWAUKEE AVE,45-Ward
08-01963826,Tree Planting - Green Streets,"5479 N MILWAUKEE AVE , CHICAGO, IL, 60630 COOK",45-Ward,"Sep 26, 2008 01:17 PM","OCT 09, 2008 08:00 AM",Completed,Bureau of Forestry - Green Streets,1OP 01TF ALADDIN,5479 N MILWAUKEE AVE,45-Ward
08-01963843,Tree Planting - Green Streets,"5610 N MILWAUKEE AVE , CHICAGO, IL, 60646 COOK",45-Ward,"Sep 26, 2008 01:18 PM","OCT 13, 2008 08:01 AM",Completed,Bureau of Forestry - Green Streets,1OP 06ZB ALADDIN,5610 N MILWAUKEE AVE,45-Ward
08-01963856,Tree Planting - Green Streets,"5647 N MILWAUKEE AVE , CHICAGO, IL, 60646 COOK",45-Ward,"Sep 26, 2008 01:19 PM","OCT 13, 2008 08:02 AM",Completed,Bureau of Forestry - Green Streets,3OP 06ZB ALADDIN,5647 N MILWAUKEE AVE,45-Ward
08-01963865,Tree Planting - Green Streets,"5679 N MILWAUKEE AVE , CHICAGO, IL, 60646 COOK",45-Ward,"Sep 26, 2008 01:19 PM","OCT 13, 2008 08:02 AM",Completed,Bureau of Forestry - Green Streets,1OP 06ZB ALADDIN,5679 N MILWAUKEE AVE,45-Ward
08-01963872,Tree Planting - Green Streets,"5717 N MILWAUKEE AVE , CHICAGO, IL, 60646 COOK",45-Ward,"Sep 26, 2008 01:20 PM","OCT 13, 2008 08:02 AM",Completed,Bureau of Forestry - Green Streets,1OP 06ZB ALADDIN,5717 N MILWAUKEE AVE,45-Ward
08-01963880,Tree Planting - Green Streets,"5750 N MILWAUKEE AVE , CHICAGO, IL, 60646 COOK",45-Ward,"Sep 26, 2008 01:20 PM","NOV 05, 2008 07:14 AM",Completed,Bureau of Forestry - Green Streets,1OP,5750 N MILWAUKEE AVE,45-Ward
08-01963891,Tree Planting - Green Streets,"6438 N MILWAUKEE AVE , CHICAGO, IL, 60631 COOK",41-Ward,"Sep 26, 2008 01:20 PM","OCT 13, 2008 08:03 AM",Completed,Bureau of Forestry - Green Streets,2OP 06ZB ALADDIN,6438 N MILWAUKEE AVE,41-Ward
08-01963905,Tree Planting - Green Streets,"6452 N MILWAUKEE AVE , CHICAGO, IL, 60631 COOK",41-Ward,"Sep 26, 2008 01:21 PM","OCT 13, 2008 08:03 AM",Completed,Bureau of Forestry - Green Streets,1OP 01ZF ALADDIN,6452 N MILWAUKEE AVE,41-Ward
08-01963912,Tree Planting - Green Streets,"4003 N MOZART ST , CHICAGO, IL, 60618 COOK",33-Ward,"Sep 26, 2008 01:21 PM","OCT 09, 2008 08:07 AM",Completed,Bureau of Forestry - Green Streets,1OP 01TF TURFCARE,4003 N MOZART ST,33-Ward
08-01963919,Tree Planting - Green Streets,"41 E NORTH AVE , CHICAGO, IL, 60610 COOK",43-Ward,"Sep 26, 2008 01:22 PM","OCT 11, 2008 08:08 AM",Completed,Bureau of Forestry - Green Streets,1P 01ZN ALADDIN,41 E NORTH AVE,43-Ward
08-01963928,Tree Planting - Green Streets,"1149 W PRATT BLVD , CHICAGO, IL, 60626 COOK",49-Ward,"Sep 26, 2008 01:23 PM","OCT 13, 2008 08:21 AM",Completed,Bureau of Forestry - Green Streets,2P 32OC ALADDIN,1149 W PRATT BLVD,49-Ward
08-01963945,Tree Planting - Green Streets,"3001 W PRATT BLVD , CHICAGO, IL, 60645 COOK",50-Ward,"Sep 26, 2008 01:23 PM","OCT 13, 2008 08:22 AM",Completed,Bureau of Forestry - Green Streets,1P 32OC ALADDIN,3001 W PRATT BLVD,50-Ward
08-01963956,Tree Planting - Green Streets,"3023 W PRATT BLVD , CHICAGO, IL, 60645 COOK",50-Ward,"Sep 26, 2008 01:24 PM","OCT 13, 2008 08:23 AM",Completed,Bureau of Forestry - Green Streets,2P 32OC ALADDIN,3023 W PRATT BLVD,50-Ward
08-01963968,Tree Planting - Green Streets,"3024 W PRATT BLVD , CHICAGO, IL, 60645 COOK",50-Ward,"Sep 26, 2008 01:24 PM","OCT 13, 2008 08:23 AM",Completed,Bureau of Forestry - Green Streets,1P 32OC ALADDIN,3024 W PRATT BLVD,50-Ward
08-01963976,Tree Planting - Green Streets,"3051 W PRATT BLVD , CHICAGO, IL, 60645 COOK",50-Ward,"Sep 26, 2008 01:25 PM","OCT 13, 2008 08:23 AM",Completed,Bureau of Forestry - Green Streets,2P 32OC ALADDIN,3051 W PRATT BLVD,50-Ward
08-01963995,Tree Planting - Green Streets,"3052 W PRATT BLVD , CHICAGO, IL, 60645 COOK",50-Ward,"Sep 26, 2008 01:26 PM","OCT 13, 2008 08:24 AM",Completed,Bureau of Forestry - Green Streets,1P 32OC ALADDIN,3052 W PRATT BLVD,50-Ward
08-01964006,Tree Planting - Green Streets,"3101 W PRATT BLVD , CHICAGO, IL, 60645 COOK",50-Ward,"Sep 26, 2008 01:27 PM","OCT 13, 2008 08:24 AM",Completed,Bureau of Forestry - Green Streets,1P 32OC ALADDIN,3101 W PRATT BLVD,50-Ward
08-01964011,Tree Planting - Green Streets,"3102 W PRATT BLVD , CHICAGO, IL, 60645 COOK",50-Ward,"Sep 26, 2008 01:27 PM","OCT 13, 2008 08:24 AM",Completed,Bureau of Forestry - Green Streets,2P 32OC ALADDIN,3102 W PRATT BLVD,50-Ward
08-01964025,Tree Planting - Green Streets,"3107 W PRATT BLVD , CHICAGO, IL, 60645 COOK",50-Ward,"Sep 26, 2008 01:28 PM","OCT 13, 2008 08:25 AM",Completed,Bureau of Forestry - Green Streets,2P 32OC ALADDIN,3107 W PRATT BLVD,50-Ward
08-01964033,Tree Planting - Green Streets,"3155 W PRATT BLVD , CHICAGO, IL, 60645 COOK",50-Ward,"Sep 26, 2008 01:28 PM","OCT 13, 2008 08:25 AM",Completed,Bureau of Forestry - Green Streets,1P 32OC ALADDIN,3155 W PRATT BLVD,50-Ward
08-01964044,Tree Planting - Green Streets,"4608 N RACINE AVE , CHICAGO, IL, 60640 COOK",46-Ward,"Sep 26, 2008 01:28 PM","OCT 21, 2008 08:26 AM",Completed,Bureau of Forestry - Green Streets,1P 06ZB ALADDIN,4608 N RACINE AVE,46-Ward
08-01964063,Tree Planting - Green Streets,"1152 W RANDOLPH ST , CHICAGO, IL, 60607 COOK",27-Ward,"Sep 26, 2008 01:30 PM","OCT 01, 2008 08:30 AM",Completed,Bureau of Forestry - Green Streets,4OP 25ZF 7D,1152 W RANDOLPH ST,27-Ward
08-01964077,Tree Planting - Green Streets,"5730 N RIDGE AVE , CHICAGO, IL, 60660 COOK",48-Ward,"Sep 26, 2008 01:31 PM","OCT 13, 2008 08:31 AM",Completed,Bureau of Forestry - Green Streets,1P 01TF ALADDIN,5730 N RIDGE AVE,48-Ward
08-01964086,Tree Planting - Green Streets,"5779 N RIDGE AVE , CHICAGO, IL, 60660 COOK",48-Ward,"Sep 26, 2008 01:31 PM","OCT 13, 2008 08:31 AM",Completed,Bureau of Forestry - Green Streets,1OP 01TF ALADDIN,5779 N RIDGE AVE,48-Ward
08-01964096,Tree Planting - Green Streets,"5787 N RIDGE AVE , CHICAGO, IL, 60660 COOK",48-Ward,"Sep 26, 2008 01:31 PM","NOV 05, 2008 07:17 AM",Completed,Bureau of Forestry - Green Streets,1OP,5787 N RIDGE AVE,48-Ward
08-01964104,Tree Planting - Green Streets,"5815 N RIDGE AVE , CHICAGO, IL, 60660 COOK",48-Ward,"Sep 26, 2008 01:32 PM","NOV 05, 2008 07:17 AM",Completed,Bureau of Forestry - Green Streets,1OP,5815 N RIDGE AVE,48-Ward
08-01964171,Tree Planting - Green Streets,"5857 N RIDGE AVE , CHICAGO, IL, 60660 COOK",48-Ward,"Sep 26, 2008 01:36 PM","OCT 13, 2008 08:32 AM",Completed,Bureau of Forestry - Green Streets,1OP 01TF ALADDIN,5857 N RIDGE AVE,48-Ward
08-01964187,Tree Planting - Green Streets,"6759 N RIDGE BLVD , CHICAGO, IL, 60626 COOK",49-Ward,"Sep 26, 2008 01:36 PM","OCT 07, 2008 08:32 AM",Completed,Bureau of Forestry - Green Streets,2P 25ZF 7D,6759 N RIDGE BLVD,49-Ward
08-01964199,Tree Planting - Green Streets,"6801 N RIDGE BLVD , CHICAGO, IL, 60645 COOK",49-Ward,"Sep 26, 2008 01:37 PM","OCT 07, 2008 08:32 AM",Completed,Bureau of Forestry - Green Streets,5P 25ZF 7D,6801 N RIDGE BLVD,49-Ward
08-01964245,Tree Planting - Green Streets,"6950 N RIDGE BLVD , CHICAGO, IL, 60645 COOK",50-Ward,"Sep 26, 2008 01:40 PM","OCT 07, 2008 08:33 AM",Completed,Bureau of Forestry - Green Streets,4P 25ZF 7D,6950 N RIDGE BLVD,50-Ward
08-01964253,Tree Planting - Green Streets,"6951 N RIDGE BLVD , CHICAGO, IL, 60645 COOK",49-Ward,"Sep 26, 2008 01:40 PM","OCT 07, 2008 08:33 AM",Completed,Bureau of Forestry - Green Streets,1P 25ZF 7D,6951 N RIDGE BLVD,49-Ward
08-01964264,Tree Planting - Green Streets,"7075 N RIDGE BLVD , CHICAGO, IL, 60645 COOK",49-Ward,"Sep 26, 2008 01:41 PM","MAY 26, 2009 12:54 PM",Completed,Bureau of Forestry - Green Streets,2 04DE 7D,7075 N RIDGE BLVD,49-Ward
08-01964271,Tree Planting - Green Streets,"3802 N SHEFFIELD AVE , CHICAGO, IL, 60613 COOK",46-Ward,"Sep 26, 2008 01:42 PM","OCT 10, 2008 08:36 AM",Completed,Bureau of Forestry - Green Streets,6P 32OC ALADDIN,3802 N SHEFFIELD AVE,46-Ward
08-01964283,Tree Planting - Green Streets,"1040 W SHERIDAN RD , CHICAGO, IL, 60660 COOK",49-Ward,"Sep 26, 2008 01:42 PM","OCT 10, 2008 08:57 AM",Completed,Bureau of Forestry - Green Streets,1OP 01TF ALADDIN,1040 W SHERIDAN RD,49-Ward
08-01964294,Tree Planting - Green Streets,"1041 W SHERIDAN RD , CHICAGO, IL, 60660 COOK",48-Ward,"Sep 26, 2008 01:43 PM","OCT 10, 2008 08:57 AM",Completed,Bureau of Forestry - Green Streets,2OP 01TF ALADDIN,1041 W SHERIDAN RD,48-Ward
08-01964301,Tree Planting - Green Streets,"4012 N SHERIDAN RD , CHICAGO, IL, 60613 COOK",46-Ward,"Sep 26, 2008 01:43 PM","NOV 05, 2008 07:15 AM",Completed,Bureau of Forestry - Green Streets,1OP,4012 N SHERIDAN RD,46-Ward
08-01964313,Tree Planting - Green Streets,"4150 N SHERIDAN RD , CHICAGO, IL, 60613 COOK",46-Ward,"Sep 26, 2008 01:44 PM","OCT 14, 2008 08:36 AM",Completed,Bureau of Forestry - Green Streets,1OP 06ZB TURFCARE,4150 N SHERIDAN RD,46-Ward
08-01964321,Tree Planting - Green Streets,"4157 N SHERIDAN RD , CHICAGO, IL, 60613 COOK",46-Ward,"Sep 26, 2008 01:45 PM","OCT 14, 2008 08:37 AM",Completed,Bureau of Forestry - Green Streets,1OP 06ZB TURFCARE,4157 N SHERIDAN RD,46-Ward
08-01964330,Tree Planting - Green Streets,"4204 N SHERIDAN RD , CHICAGO, IL, 60613 COOK",46-Ward,"Sep 26, 2008 01:45 PM","OCT 14, 2008 08:38 AM",Completed,Bureau of Forestry - Green Streets,1OP 06zb turfcare,4204 N SHERIDAN RD,46-Ward
08-01964341,Tree Planting - Green Streets,"4621 N SHERIDAN RD , CHICAGO, IL, 60640 COOK",46-Ward,"Sep 26, 2008 01:46 PM","OCT 14, 2008 08:38 AM",Completed,Bureau of Forestry - Green Streets,1OP 06ZB TURFCARE,4621 N SHERIDAN RD,46-Ward
08-01964441,Tree Planting - Green Streets,"4720 N SHERIDAN RD , CHICAGO, IL, 60640 COOK",46-Ward,"Sep 26, 2008 01:51 PM","OCT 14, 2008 08:39 AM",Completed,Bureau of Forestry - Green Streets,1OP 06ZB TURFCARE,4720 N SHERIDAN RD,46-Ward
08-01964449,Tree Planting - Green Streets,"5609 N SHERIDAN RD , CHICAGO, IL, 60660 COOK",48-Ward,"Sep 26, 2008 01:52 PM","OCT 10, 2008 08:39 AM",Completed,Bureau of Forestry - Green Streets,1OP 01TF TURFCARE,5609 N SHERIDAN RD,48-Ward
08-01964458,Tree Planting - Green Streets,"5630 N SHERIDAN RD , CHICAGO, IL, 60660 COOK",48-Ward,"Sep 26, 2008 01:52 PM","OCT 10, 2008 08:39 AM",Completed,Bureau of Forestry - Green Streets,3OP 01TF TURFCARE,5630 N SHERIDAN RD,48-Ward
08-01964469,Tree Planting - Green Streets,"5820 N SHERIDAN RD , CHICAGO, IL, 60660 COOK",48-Ward,"Sep 26, 2008 01:53 PM","OCT 10, 2008 08:40 AM",Completed,Bureau of Forestry - Green Streets,1P 25ZF ALADDIN,5820 N SHERIDAN RD,48-Ward
08-01964475,Tree Planting - Green Streets,"5901 N SHERIDAN RD , CHICAGO, IL, 60660 COOK",48-Ward,"Sep 26, 2008 01:53 PM","OCT 10, 2008 08:40 AM",Completed,Bureau of Forestry - Green Streets,1OP 25ZF ALADDIN,5901 N SHERIDAN RD,48-Ward
08-01964485,Tree Planting - Green Streets,"5903 N SHERIDAN RD , CHICAGO, IL, 60660 COOK",48-Ward,"Sep 26, 2008 01:54 PM","OCT 10, 2008 08:40 AM",Completed,Bureau of Forestry - Green Streets,2P 25ZF ALADDIN,5903 N SHERIDAN RD,48-Ward
08-01964493,Tree Planting - Green Streets,"5965 N SHERIDAN RD , CHICAGO, IL, 60660 COOK",48-Ward,"Sep 26, 2008 01:54 PM","OCT 10, 2008 08:41 AM",Completed,Bureau of Forestry - Green Streets,2P 01TF ALADDIN,5965 N SHERIDAN RD,48-Ward
08-01964497,Tree Planting - Green Streets,"6030 N SHERIDAN RD , CHICAGO, IL, 60660 COOK",48-Ward,"Sep 26, 2008 01:54 PM","OCT 10, 2008 08:41 AM",Completed,Bureau of Forestry - Green Streets,1P 25ZF ALADDIN,6030 N SHERIDAN RD,48-Ward
